url,college,from,dob,weight,to,active,position,height
http://www.basketball-reference.com/players/l/levincl01.html,Wichita State University,1983,4-1-1961,210,1995,False,F,6-8
http://www.basketball-reference.com/players/l/lewisbo01.html,University of North Carolina,1968,20-3-1945,175,1971,False,G,6-3
http://www.basketball-reference.com/players/l/lewisce01.html,University of Maryland,1996,24-9-1969,235,1996,False,F-C,6-10
http://www.basketball-reference.com/players/l/lewisfr01.html,Eastern Kentucky University,1949,6-1-1921,195,1950,False,F-G,6-2
http://www.basketball-reference.com/players/l/lewisfr02.html,Arizona State University,1967,1-7-1943,175,1977,False,G,6-0
http://www.basketball-reference.com/players/l/lewisgr01.html,University of Oklahoma,1947,25-3-1917,215,1949,False,F-C,6-7
http://www.basketball-reference.com/players/l/lewisma01.html,Seward County Community College,1996,28-4-1975,210,1997,False,F,6-5
http://www.basketball-reference.com/players/l/lewismi01.html,Duke University,1969,18-3-1946,225,1974,False,C-F,6-8
http://www.basketball-reference.com/players/l/lewisqu01.html,University of Minnesota,2000,26-6-1977,215,2004,False,F,6-7
http://www.basketball-reference.com/players/l/lewisra01.html,La Salle University,1988,28-3-1963,200,1990,False,G,6-6
http://www.basketball-reference.com/players/l/lewisra02.html,NA,1999,8-8-1979,215,2014,False,F,6-10
http://www.basketball-reference.com/players/l/lewisre01.html,Northeastern University,1988,21-11-1965,195,1993,False,G-F,6-7
http://www.basketball-reference.com/players/l/liberma01.html,University of Illinois at Urbana-Champaign,1991,27-10-1968,205,1994,False,F,6-8
http://www.basketball-reference.com/players/l/lichtto01.html,Stanford University,1990,8-1-1967,205,1994,False,G-F,6-4
http://www.basketball-reference.com/players/l/lieboba01.html,Long Island University,1968,10-9-1945,180,1968,False,G,6-2
http://www.basketball-reference.com/players/l/liggide01.html,University of Kentucky,2012,31-3-1988,209,2014,True,G,6-6
http://www.basketball-reference.com/players/l/ligonbi01.html,Vanderbilt University,1975,29-5-1952,180,1975,False,G,6-4
http://www.basketball-reference.com/players/l/ligongo01.html,NA,1968,22-2-1944,210,1974,False,F-C,6-7
http://www.basketball-reference.com/players/l/lillada01.html,Weber State University,2013,15-7-1990,195,2016,True,G,6-3
http://www.basketball-reference.com/players/l/linje01.html,Harvard University,2011,23-8-1988,200,2016,True,G,6-3
http://www.basketball-reference.com/players/l/lingest01.html,South Dakota State University,1983,10-6-1958,225,1984,False,F,6-9
http://www.basketball-reference.com/players/l/listeal01.html,Arizona State University,1982,1-10-1958,240,1998,False,C-F,7-0
http://www.basketball-reference.com/players/l/littlsa01.html,Delta State University,1970,29-3-1946,180,1970,False,G,6-0
http://www.basketball-reference.com/players/l/littlge01.html,High Point University,1970,29-6-1943,160,1975,False,G,6-0
http://www.basketball-reference.com/players/l/livinra01.html,Louisiana State University,1997,2-4-1975,209,2007,False,G,6-4
http://www.basketball-reference.com/players/l/livinsh01.html,NA,2005,11-9-1985,182,2016,True,G,6-7
http://www.basketball-reference.com/players/l/livinro01.html,University of Wyoming,1950,9-10-1925,220,1951,False,C,6-10
http://www.basketball-reference.com/players/l/llamaho01.html,Grand Canyon University,1997,17-7-1973,285,1998,False,C,6-11
http://www.basketball-reference.com/players/l/lloydbo01.html,Rutgers University,1968,3-1-1946,184,1969,False,G,6-2
http://www.basketball-reference.com/players/l/lloydch01.html,Yankton College,1971,22-5-1947,220,1971,False,C-F,6-8
http://www.basketball-reference.com/players/l/lloydea01.html,West Virginia State University,1951,3-4-1928,200,1960,False,F-C,6-5
http://www.basketball-reference.com/players/l/lloydle01.html,Drake University,1982,22-2-1959,205,1990,False,G-F,6-6
http://www.basketball-reference.com/players/l/lloydsc01.html,Arizona State University,1977,19-12-1952,230,1983,False,C-F,6-10
http://www.basketball-reference.com/players/l/lochmri01.html,University of Kansas,1968,26-5-1944,215,1970,False,F,6-6
http://www.basketball-reference.com/players/l/lochmbo01.html,University of Louisville,1953,5-6-1927,185,1953,False,F,6-5
http://www.basketball-reference.com/players/l/lockro01.html,University of Kentucky,1989,22-5-1966,225,1989,False,F,6-9
http://www.basketball-reference.com/players/l/lockhda01.html,Auburn University,1984,14-9-1960,245,1984,False,C,6-9
http://www.basketball-reference.com/players/l/lockhia01.html,University of Tennessee,1991,25-6-1967,240,1991,False,F,6-8
http://www.basketball-reference.com/players/l/loderke01.html,Alabama State University,1982,15-3-1959,205,1984,False,F-G,6-6
http://www.basketball-reference.com/players/l/lofgrdo01.html,University of San Francisco,1951,18-11-1928,200,1954,False,F-C,6-5
http://www.basketball-reference.com/players/l/loganhe01.html,Western Carolina University,1969,14-3-1946,180,1970,False,G,6-0
http://www.basketball-reference.com/players/l/loganjo01.html,Indiana University,1947,1-1-1921,175,1951,False,G,6-2
http://www.basketball-reference.com/players/l/lohaubr01.html,University of Iowa,1988,29-9-1964,230,1998,False,F-C,6-11
http://www.basketball-reference.com/players/l/longar01.html,University of Cincinnati,2001,1-10-1972,250,2003,False,F,6-9
http://www.basketball-reference.com/players/l/longgr01.html,Eastern Michigan University,1989,12-3-1966,225,2003,False,F,6-8
http://www.basketball-reference.com/players/l/longjo01.html,University of Detroit Mercy,1979,28-8-1956,195,1997,False,G-F,6-5
http://www.basketball-reference.com/players/l/longpa01.html,Wake Forest University,1968,8-2-1944,180,1971,False,G,6-2
http://www.basketball-reference.com/players/l/longwi01.html,University of New Mexico,1972,1-3-1950,225,1974,False,F-C,6-8
http://www.basketball-reference.com/players/l/longllu01.html,University of New Mexico,1992,19-1-1969,265,2001,False,C,7-2
http://www.basketball-reference.com/players/l/looneke01.html,"University of California, Los Angeles",2016,6-2-1996,220,2016,True,F,6-9
http://www.basketball-reference.com/players/l/lopezbr01.html,Stanford University,2009,1-4-1988,275,2016,True,C,7-0
http://www.basketball-reference.com/players/l/lopezfe01.html,St. John's University,1999,19-12-1974,199,2002,False,G,6-5
http://www.basketball-reference.com/players/l/lopezra01.html,NA,2004,15-4-1980,170,2005,False,G,6-1
http://www.basketball-reference.com/players/l/lopezro01.html,Stanford University,2009,1-4-1988,255,2016,True,C,7-0
http://www.basketball-reference.com/players/l/lorthry01.html,Jackson State University,1995,27-7-1972,190,1995,False,G,6-4
http://www.basketball-reference.com/players/l/loscuji01.html,University of Oregon,1956,4-2-1930,220,1964,False,F,6-5
http://www.basketball-reference.com/players/l/lottpl01.html,Seattle University,1968,11-12-1945,210,1969,False,F-G,6-5
http://www.basketball-reference.com/players/l/loughke01.html,St. John's University,1963,28-3-1940,190,1973,False,G,6-3
http://www.basketball-reference.com/players/l/lovebo01.html,Southern University and A&M College,1967,8-12-1942,215,1977,False,F,6-8
http://www.basketball-reference.com/players/l/loveke01.html,"University of California, Los Angeles",2009,7-9-1988,251,2016,True,F,6-10
http://www.basketball-reference.com/players/l/lovest01.html,University of Oregon,1972,9-4-1949,215,1975,False,F,6-9
http://www.basketball-reference.com/players/l/lovelcl01.html,University of Kansas,1954,7-9-1929,234,1964,False,C-F,6-9
http://www.basketball-reference.com/players/l/lowesi01.html,North Carolina State University,1984,21-1-1960,195,1990,False,G,6-0
http://www.basketball-reference.com/players/l/lowerch01.html,University of Puget Sound,1972,12-11-1949,185,1972,False,G,6-3
http://www.basketball-reference.com/players/l/lowryky01.html,Villanova University,2007,25-3-1986,205,2016,True,G,6-0
http://www.basketball-reference.com/players/l/lucasal01.html,Fordham University,1949,4-7-1922,195,1949,False,F-G,6-3
http://www.basketball-reference.com/players/l/lucasje01.html,Ohio State University,1964,30-3-1940,230,1974,False,F-C,6-8
http://www.basketball-reference.com/players/l/lucasjo01.html,University of Maryland,1977,31-10-1953,175,1990,False,G,6-3
http://www.basketball-reference.com/players/l/lucaska01.html,Michigan State University,2015,24-5-1989,195,2015,True,G,6-1
http://www.basketball-reference.com/players/l/lucasma01.html,Marquette University,1975,18-2-1952,215,1988,False,F-C,6-9
http://www.basketball-reference.com/players/l/lucasjo02.html,Oklahoma State University,2006,21-11-1982,165,2015,True,G,5-11
http://www.basketball-reference.com/players/l/luckete01.html,University of Houston,1962,27-7-1939,205,1963,False,F,6-6
http://www.basketball-reference.com/players/l/luety01.html,University of Nebraska,1999,3-5-1977,175,2009,False,G,6-0
http://www.basketball-reference.com/players/l/luisiji01.html,St. Francis College,1954,2-11-1928,180,1954,False,G,6-2
http://www.basketball-reference.com/players/l/lujacal01.html,Georgetown University,1947,5-10-1920,220,1947,False,F,6-3
http://www.basketball-reference.com/players/l/lumpkph01.html,Miami University,1975,20-12-1951,165,1976,False,G,6-0
http://www.basketball-reference.com/players/l/lumppra01.html,New York University,1949,11-7-1923,178,1953,False,G,6-1
http://www.basketball-reference.com/players/l/lylestr01.html,University of Kentucky,2016,5-11-1995,234,2016,True,F,6-10
http://www.basketball-reference.com/players/l/lynamrb01.html,Oklahoma Baptist University,1968,NA,190,1968,False,G,6-1
http://www.basketball-reference.com/players/l/lynchge01.html,University of North Carolina,1994,3-9-1970,218,2005,False,F,6-8
http://www.basketball-reference.com/players/l/lynchke01.html,University of Minnesota,1992,24-12-1968,195,1993,False,G-F,6-5
http://www.basketball-reference.com/players/l/lynnlo01.html,Wilberforce University,1970,24-5-1943,215,1970,False,F,6-7
http://www.basketball-reference.com/players/l/lynnmi01.html,"University of California, Los Angeles",1970,25-11-1945,215,1971,False,F,6-7
http://www.basketball-reference.com/players/m/macalmi01.html,Canisius College,1974,20-7-1951,210,1974,False,F,6-5
http://www.basketball-reference.com/players/m/macaued01.html,Saint Louis University,1950,22-3-1928,185,1959,False,C-F,6-8
http://www.basketball-reference.com/players/m/maccuto01.html,University of Washington,2000,27-1-1976,280,2003,False,C,7-0
http://www.basketball-reference.com/players/m/macgiro01.html,St. John's University,1955,20-7-1930,185,1955,False,G,6-2
http://www.basketball-reference.com/players/m/machasc01.html,Iona College,2013,8-6-1990,205,2013,True,G,6-1
http://www.basketball-reference.com/players/m/macijar01.html,NA,2006,19-1-1980,214,2006,False,G,6-4
http://www.basketball-reference.com/players/m/mackol01.html,East Carolina University,1980,6-6-1957,185,1982,False,G,6-3
http://www.basketball-reference.com/players/m/macksa01.html,University of Houston,1993,26-5-1970,220,2002,False,F-G,6-7
http://www.basketball-reference.com/players/m/macksh01.html,Butler University,2012,22-4-1990,203,2016,True,G,6-3
http://www.basketball-reference.com/players/m/mackema01.html,Georgia Institute of Technology,1994,11-7-1970,248,1994,False,F-C,6-9
http://www.basketball-reference.com/players/m/macklru01.html,Louisiana State University,1982,19-2-1958,205,1984,False,F-G,6-7
http://www.basketball-reference.com/players/m/macklve01.html,University of Florida,2012,20-9-1986,227,2012,True,F,6-10
http://www.basketball-reference.com/players/m/macknjo01.html,Seton Hall University,1950,7-1-1923,180,1951,False,G-F,6-0
http://www.basketball-reference.com/players/m/macledo01.html,"University of California, Los Angeles",1993,16-1-1970,235,2001,False,F,6-10
http://www.basketball-reference.com/players/m/maconma01.html,Temple University,1992,14-4-1969,185,1999,False,G,6-4
http://www.basketball-reference.com/players/m/macyky01.html,University of Kentucky,1981,9-4-1957,175,1987,False,G,6-3
http://www.basketball-reference.com/players/m/maddoja01.html,West Texas A&M University,1949,10-12-1919,185,1949,False,F-G,6-3
http://www.basketball-reference.com/players/m/maddoti01.html,"California State University, Fresno",2003,7-6-1981,190,2003,False,G,6-4
http://www.basketball-reference.com/players/m/madkige01.html,"University of California, Los Angeles",1994,18-4-1969,200,1998,False,G,6-4
http://www.basketball-reference.com/players/m/madsema01.html,Stanford University,2001,28-1-1976,240,2009,False,F,6-9
http://www.basketball-reference.com/players/m/magerno01.html,City College of New York,1951,23-3-1926,185,1951,False,F,6-5
http://www.basketball-reference.com/players/m/maggeco01.html,Duke University,2000,12-11-1979,218,2013,False,F,6-6
http://www.basketball-reference.com/players/m/magleda01.html,University of Kansas,1983,24-11-1959,202,1983,False,F,6-8
http://www.basketball-reference.com/players/m/magloja01.html,University of Kentucky,2001,21-5-1978,259,2012,False,C,6-11
http://www.basketball-reference.com/players/m/mahafra01.html,Clemson University,1968,28-9-1945,210,1971,False,F,6-7
http://www.basketball-reference.com/players/m/mahinia01.html,NA,2008,5-11-1986,250,2016,True,C,6-11
http://www.basketball-reference.com/players/m/mahnkjo01.html,Georgetown University,1947,16-6-1922,220,1953,False,C,6-8
http://www.basketball-reference.com/players/m/mahonbr01.html,Manhattan College,1973,17-12-1948,175,1973,False,G,6-3
http://www.basketball-reference.com/players/m/mahonmo01.html,Brown University,1953,20-11-1927,205,1954,False,F,6-2
http://www.basketball-reference.com/players/m/mahorri01.html,Hampton University,1981,21-9-1958,240,1999,False,C-F,6-10
http://www.basketball-reference.com/players/m/majerda01.html,Central Michigan University,1989,9-9-1965,215,2002,False,G-F,6-6
http://www.basketball-reference.com/players/m/majorre01.html,"California State University, Fresno",2007,7-5-1982,200,2007,False,F,6-7
http://www.basketball-reference.com/players/m/malamli01.html,City College of New York,1949,15-11-1924,150,1949,False,G,5-9
http://www.basketball-reference.com/players/m/malonje01.html,Mississippi State University,1984,28-6-1961,205,1996,False,G,6-4
http://www.basketball-reference.com/players/m/malonka01.html,Louisiana Tech University,1986,24-7-1963,250,2004,False,F,6-9
http://www.basketball-reference.com/players/m/malonmo01.html,NA,1975,23-3-1955,215,1995,False,C-F,6-10
http://www.basketball-reference.com/players/m/malonma01.html,University of Pennsylvania,1997,6-12-1971,192,2003,False,G,6-3
http://www.basketball-reference.com/players/m/malovst01.html,San Diego State University,1980,21-7-1956,230,1980,False,F,6-10
http://www.basketball-reference.com/players/m/maloymi01.html,Davidson College,1971,10-5-1949,215,1973,False,F,6-7
http://www.basketball-reference.com/players/m/manakte01.html,Princeton University,1974,22-2-1951,180,1974,False,G,6-2
http://www.basketball-reference.com/players/m/mandijo01.html,Oregon State University,1949,3-10-1919,205,1950,False,F-C,6-4
http://www.basketball-reference.com/players/m/mangifr01.html,New York University,1947,5-8-1925,195,1947,False,G,5-10
http://www.basketball-reference.com/players/m/mannida01.html,University of Kansas,1989,17-5-1966,230,2003,False,F-C,6-10
http://www.basketball-reference.com/players/m/mannied01.html,Jackson State University,1968,2-1-1944,210,1976,False,F,6-7
http://www.basketball-reference.com/players/m/mannigu01.html,Prairie View A&M University,1968,4-2-1944,195,1969,False,F,6-6
http://www.basketball-reference.com/players/m/manniri01.html,University of Washington,1996,23-6-1970,253,1997,False,C,6-11
http://www.basketball-reference.com/players/m/mannipa01.html,University of Utah,1984,22-9-1960,190,1989,False,G,6-7
http://www.basketball-reference.com/players/m/mantini01.html,Northwestern University,1960,7-12-1935,190,1963,False,G,6-3
http://www.basketball-reference.com/players/m/maravpe01.html,Louisiana State University,1971,22-6-1947,197,1980,False,G,6-5
http://www.basketball-reference.com/players/m/maravpr01.html,Davis & Elkins College,1947,20-8-1920,185,1947,False,G,6-0
http://www.basketball-reference.com/players/m/marblde01.html,University of Iowa,2015,21-9-1992,200,2016,True,G-F,6-6
http://www.basketball-reference.com/players/m/marblro01.html,University of Iowa,1990,13-12-1966,190,1994,False,G-F,6-6
http://www.basketball-reference.com/players/m/marbust01.html,Georgia Institute of Technology,1997,20-2-1977,180,2009,False,G,6-2
http://www.basketball-reference.com/players/m/marcisa01.html,NA,1990,13-6-1964,200,1997,False,G,6-5
http://www.basketball-reference.com/players/m/mariasa01.html,Harvard University,1948,1-9-1924,165,1948,False,G,5-11
http://www.basketball-reference.com/players/m/marinja01.html,Duke University,1967,12-10-1944,200,1977,False,F-G,6-7
http://www.basketball-reference.com/players/m/mariosh01.html,"University of Nevada, Las Vegas",2000,7-5-1978,220,2015,False,F,6-7
http://www.basketball-reference.com/players/m/marjabo01.html,NA,2016,15-8-1988,290,2016,True,C,7-3
http://www.basketball-reference.com/players/m/markoda01.html,NA,2007,26-12-1985,225,2007,False,C,6-10
http://www.basketball-reference.com/players/m/marksse01.html,University of California,1999,23-8-1975,250,2011,False,F-C,6-10
http://www.basketball-reference.com/players/m/marlaha01.html,Eastern Michigan University,1971,26-8-1948,185,1973,False,G,6-3
http://www.basketball-reference.com/players/m/marshji01.html,University of Southern California,1972,26-4-1946,215,1972,False,F,6-7
http://www.basketball-reference.com/players/m/marshri01.html,Manhattan College,1978,10-3-1954,200,1978,False,G,6-3
http://www.basketball-reference.com/players/m/marshdo02.html,University of Connecticut,1996,17-7-1972,230,2003,False,F,6-7
http://www.basketball-reference.com/players/m/marshdo01.html,University of Connecticut,1995,18-5-1973,218,2009,False,F,6-9
http://www.basketball-reference.com/players/m/marshke01.html,University of North Carolina,2013,19-8-1991,200,2016,True,G,6-4
http://www.basketball-reference.com/players/m/marshra01.html,Oakland University,2006,20-2-1982,190,2007,False,G-F,6-9
http://www.basketball-reference.com/players/m/marshto01.html,Western Kentucky University,1955,6-1-1931,215,1959,False,F-G,6-4
http://www.basketball-reference.com/players/m/marshve01.html,University of Oklahoma,1974,22-12-1948,200,1974,False,F,6-7
http://www.basketball-reference.com/players/m/martibi01.html,Georgetown University,1986,16-8-1962,205,1988,False,F,6-7
http://www.basketball-reference.com/players/m/martibo01.html,University of Minnesota,1994,7-10-1969,250,1995,False,C,7-0
http://www.basketball-reference.com/players/m/martibr01.html,University of Kansas,1986,18-8-1962,212,1986,False,F,6-9
http://www.basketball-reference.com/players/m/martica01.html,Kansas State University,2009,20-11-1984,220,2015,True,F,6-7
http://www.basketball-reference.com/players/m/marticu01.html,Purdue University,1996,23-9-1971,213,1997,False,G-F,6-5
http://www.basketball-reference.com/players/m/martida01.html,"University of California, Los Angeles",1995,6-3-1971,170,2008,False,G,5-11
http://www.basketball-reference.com/players/m/martidi01.html,Georgetown University,1947,25-5-1920,160,1948,False,G,5-8
http://www.basketball-reference.com/players/m/martido01.html,Central Missouri State University,1947,7-2-1920,210,1949,False,C-F,6-7
http://www.basketball-reference.com/players/m/martife01.html,NA,1987,25-3-1962,220,1987,False,C,6-9
http://www.basketball-reference.com/players/m/martija01.html,Louisiana State University,2016,24-5-1994,239,2016,True,F,6-10
http://www.basketball-reference.com/players/m/martije01.html,Murray State University,1990,14-1-1967,195,1991,False,G,6-5
http://www.basketball-reference.com/players/m/martike01.html,University of Cincinnati,2001,30-12-1977,234,2015,False,F,6-9
http://www.basketball-reference.com/players/m/martike02.html,Western Carolina University,2005,1-2-1983,199,2016,True,G,6-7
http://www.basketball-reference.com/players/m/martila01.html,Loyola University of Chicago,1973,30-3-1950,208,1976,False,C,6-11
http://www.basketball-reference.com/players/m/martima01.html,Saint Joseph's University,1987,2-7-1964,200,1988,False,F-G,6-6
http://www.basketball-reference.com/players/m/martiph01.html,University of Toledo,1955,2-4-1928,190,1955,False,G,6-3
http://www.basketball-reference.com/players/m/martisl01.html,University of Texas at Austin,1950,22-10-1925,170,1960,False,G,5-10
http://www.basketball-reference.com/players/m/martiwh01.html,St. Bonaventure University,1962,11-4-1939,185,1962,False,G,6-2
http://www.basketball-reference.com/players/m/mashbja01.html,University of Kentucky,1994,29-11-1972,240,2004,False,F,6-8
http://www.basketball-reference.com/players/m/masinal01.html,Canisius College,1953,5-2-1928,174,1954,False,G,5-10
http://www.basketball-reference.com/players/m/masonan01.html,Tennessee State University,1990,14-12-1966,250,2003,False,F,6-7
http://www.basketball-reference.com/players/m/masonde01.html,Oklahoma State University,2001,11-10-1977,224,2010,False,F,6-7
http://www.basketball-reference.com/players/m/masonro01.html,University of Virginia,2003,10-9-1980,200,2014,False,G,6-5
http://www.basketball-reference.com/players/m/masseto01.html,University of Maryland,1991,31-7-1967,220,2005,False,F,6-9
http://www.basketball-reference.com/players/m/masted01.html,Temple University,1971,3-10-1948,220,1973,False,F-C,6-9
http://www.basketball-reference.com/players/m/mathijo01.html,Savannah State University,1968,14-7-1943,220,1968,False,F,6-6
http://www.basketball-reference.com/players/m/matthwe01.html,University of Wisconsin,1981,24-8-1959,170,1990,False,G,6-1
http://www.basketball-reference.com/players/m/matthwe02.html,Marquette University,2010,14-10-1986,220,2016,True,G,6-5
http://www.basketball-reference.com/players/m/maughar01.html,Utah State University,1947,26-4-1923,190,1951,False,F,6-4
http://www.basketball-reference.com/players/m/maxeyma01.html,University of Texas at El Paso,1993,19-2-1969,250,1994,False,F,6-8
http://www.basketball-reference.com/players/m/maxieja01.html,University of Cincinnati,2006,18-2-1983,260,2015,True,F,6-7
http://www.basketball-reference.com/players/m/maxwece01.html,University of North Carolina at Charlotte,1978,21-11-1955,205,1988,False,F,6-8
http://www.basketball-reference.com/players/m/maxweve01.html,University of Florida,1989,12-9-1965,180,2001,False,G,6-4
http://www.basketball-reference.com/players/m/maydo01.html,University of Dayton,1969,3-1-1946,200,1975,False,F,6-4
http://www.basketball-reference.com/players/m/maysc01.html,Indiana University,1977,19-3-1954,215,1983,False,F,6-7
http://www.basketball-reference.com/players/m/mayse01.html,University of North Carolina,2006,4-4-1984,266,2010,False,F,6-9
http://www.basketball-reference.com/players/m/maybele01.html,University of Arkansas,1993,12-6-1970,172,1999,False,G,6-1
http://www.basketball-reference.com/players/m/mayescl01.html,Furman University,1976,17-3-1953,225,1977,False,F,6-8
http://www.basketball-reference.com/players/m/mayesth01.html,Florida State University,1992,9-9-1968,175,1992,False,G,6-3
http://www.basketball-reference.com/players/m/mayfibi01.html,University of Iowa,1981,17-10-1957,205,1981,False,F,6-7
http://www.basketball-reference.com/players/m/mayfike01.html,Tuskegee University,1976,11-5-1948,185,1976,False,G,6-2
http://www.basketball-reference.com/players/m/maynoer01.html,Virginia Commonwealth University,2010,11-6-1987,175,2014,True,G,6-3
http://www.basketball-reference.com/players/m/mayooj01.html,University of Southern California,2009,5-11-1987,210,2016,True,G,6-5
http://www.basketball-reference.com/players/m/maystr01.html,University of Texas at Austin,1991,19-6-1968,190,1993,False,G,6-2
http://www.basketball-reference.com/players/m/mazzama01.html,Michigan State University,1950,23-9-1923,210,1950,False,F,6-3
http://www.basketball-reference.com/players/m/mbahalu01.html,"University of California, Los Angeles",2009,9-9-1986,230,2016,True,F,6-8
http://www.basketball-reference.com/players/m/mcadobo01.html,University of North Carolina,1973,25-9-1951,210,1986,False,C-F,6-9
http://www.basketball-reference.com/players/m/mcadoja01.html,University of North Carolina,2015,4-1-1993,230,2016,True,F,6-9
http://www.basketball-reference.com/players/m/mcbrike01.html,University of Maryland Eastern Shore,1955,NA,190,1955,False,G-F,6-3
http://www.basketball-reference.com/players/m/mccalra01.html,University of Detroit Mercy,2014,12-6-1991,190,2016,True,G,6-3
http://www.basketball-reference.com/players/m/mccanbo01.html,Morehead State University,1990,22-4-1964,244,1998,False,F,6-6
http://www.basketball-reference.com/players/m/mccanbr01.html,St. Bonaventure University,1958,5-7-1935,178,1960,False,G,6-2
http://www.basketball-reference.com/players/m/mccanme01.html,Purdue University,1990,19-8-1967,240,1990,False,F,6-8
http://www.basketball-reference.com/players/m/mccanra01.html,University of North Carolina,2006,25-9-1984,207,2009,False,G,6-4
http://www.basketball-reference.com/players/m/mccarmi01.html,Seton Hall University,1947,2-3-1922,180,1950,False,G,5-11
http://www.basketball-reference.com/players/m/mccaran01.html,"University of California, Los Angeles",1977,25-8-1953,190,1981,False,G,6-3
http://www.basketball-reference.com/players/m/mccarwi01.html,Drake University,1970,26-7-1946,175,1972,False,G,6-3
http://www.basketball-reference.com/players/m/mccarjo01.html,Canisius College,1957,25-4-1934,185,1964,False,G,6-1
http://www.basketball-reference.com/players/m/mccarho01.html,Wayne State University,1947,NA,190,1947,False,F-G,6-2
http://www.basketball-reference.com/players/m/mccarke01.html,University of Southern Mississippi,1999,24-8-1975,200,1999,False,G-F,6-7
http://www.basketball-reference.com/players/m/mccarwa01.html,University of Kentucky,1997,1-2-1974,230,2006,False,F,6-10
http://www.basketball-reference.com/players/m/mccasam01.html,Marquette University,1997,28-10-1973,235,2004,False,F-C,6-11
http://www.basketball-reference.com/players/m/mccladw01.html,Villanova University,1986,7-2-1963,185,1986,False,G,6-6
http://www.basketball-reference.com/players/m/mcclate01.html,Tennessee State University,1972,30-8-1946,180,1979,False,G,6-1
http://www.basketball-reference.com/players/m/mcclida01.html,Northern Arizona University,2001,19-4-1977,270,2001,False,C,7-0
http://www.basketball-reference.com/players/m/mccloja01.html,University of Pennsylvania,1953,19-9-1925,190,1953,False,G,6-2
http://www.basketball-reference.com/players/m/mccloge01.html,Florida State University,1990,27-5-1967,205,2002,False,G-F,6-6
http://www.basketball-reference.com/players/m/mccolcj01.html,Lehigh University,2014,19-9-1991,200,2016,True,G,6-4
http://www.basketball-reference.com/players/m/mcconjo01.html,Northwestern State University,1952,9-4-1930,195,1952,False,F,6-5
http://www.basketball-reference.com/players/m/mcconbu01.html,Marshall University,1953,1-7-1928,170,1953,False,G,5-10
http://www.basketball-reference.com/players/m/mccontj01.html,University of Arizona,2016,25-3-1992,200,2016,True,G,6-2
http://www.basketball-reference.com/players/m/mccorke01.html,University of Alabama at Birmingham,1981,22-6-1957,210,1981,False,G,6-7
http://www.basketball-reference.com/players/m/mccorti01.html,University of Michigan,1985,10-3-1962,240,1992,False,C,6-11
http://www.basketball-reference.com/players/m/mccoyje01.html,"University of California, Los Angeles",1999,6-12-1977,245,2008,False,C,6-10
http://www.basketball-reference.com/players/m/mccrapa01.html,"California State University, Northridge",1973,11-9-1950,180,1977,False,G,6-4
http://www.basketball-reference.com/players/m/mccrach01.html,University of Maryland,2007,27-5-1984,192,2007,False,G,6-5
http://www.basketball-reference.com/players/m/mccraro01.html,University of Louisville,1984,29-8-1961,220,1993,False,F-G,6-7
http://www.basketball-reference.com/players/m/mccrasc01.html,University of Louisville,1984,8-2-1960,215,1987,False,F-G,6-9
http://www.basketball-reference.com/players/m/mcculjo01.html,University of Oklahoma,1982,5-10-1956,190,1982,False,G,6-4
http://www.basketball-reference.com/players/m/mcdancl01.html,University of Arkansas,1996,26-2-1972,180,1996,False,G,6-4
http://www.basketball-reference.com/players/m/mcdanxa01.html,Wichita State University,1986,4-6-1963,205,1998,False,F,6-7
http://www.basketball-reference.com/players/m/mcdanji01.html,Western Kentucky University,1972,2-4-1948,228,1978,False,C-F,6-11
http://www.basketball-reference.com/players/m/mcdankj01.html,Clemson University,2015,9-2-1993,205,2016,True,G-F,6-6
http://www.basketball-reference.com/players/m/mcderdo01.html,Creighton University,2015,3-1-1992,225,2016,True,F,6-8
http://www.basketball-reference.com/players/m/mcdonbe01.html,"University of California, Irvine",1986,20-7-1962,210,1989,False,F,6-8
http://www.basketball-reference.com/players/m/mcdongl01.html,"California State University, Long Beach",1975,18-3-1952,190,1977,False,F-G,6-6
http://www.basketball-reference.com/players/m/mcdonmi01.html,University of New Orleans,1998,13-2-1969,232,1998,False,C,6-10
http://www.basketball-reference.com/players/m/mcdonro01.html,Whitworth,1971,9-4-1945,205,1973,False,F,6-6
http://www.basketball-reference.com/players/m/mcdowha01.html,University of Memphis,1982,13-11-1959,215,1987,False,F-C,6-9
http://www.basketball-reference.com/players/m/mcdyean01.html,University of Alabama,1996,7-9-1974,220,2011,False,F-C,6-9
http://www.basketball-reference.com/players/m/mcelrji01.html,Central Michigan University,1976,4-10-1953,190,1982,False,G,6-3
http://www.basketball-reference.com/players/m/mcfarpa01.html,Saint Joseph's University,1974,7-12-1951,185,1976,False,F-G,6-5
http://www.basketball-reference.com/players/m/mcfariv01.html,Oklahoma State University,2007,26-4-1982,240,2007,False,F,6-8
http://www.basketball-reference.com/players/m/mcgahme01.html,University of Arkansas,1949,26-9-1926,190,1949,False,G,6-1
http://www.basketball-reference.com/players/m/mcgarmi01.html,University of Michigan,2015,6-6-1992,255,2016,True,F,6-10
http://www.basketball-reference.com/players/m/mcgeeja01.html,"University of Nevada, Reno",2009,19-1-1988,270,2016,True,C,7-0
http://www.basketball-reference.com/players/m/mcgeemi01.html,University of Michigan,1982,29-7-1959,190,1990,False,G-F,6-5
http://www.basketball-reference.com/players/m/mcgilbi01.html,University of Utah,1963,16-9-1939,225,1970,False,C-F,6-9
